item,transcript_id,corpus_name,speaker_id,age,target_child_id,media_start,media_end,target_child_name,audio_file,pitch_mean,pitch_min,pitch_max,pitch_range
doggy,3349,Bernstein,1715,13,1714,304.509,307.24,Alice,010100,297.09983607507763,192.63816633621192,468.57187603404594,-275.93370969783405
doggy,3349,Bernstein,1715,13,1714,317.282,338.581,Alice,010100,340.85100990263476,68.53517317620928,519.1781646966277,-450.64299152041843
doggy,3350,Bernstein,1715,15,1714,252.202,256.21,Alice,010300,275.54568491603413,75.79246523888328,454.6543880764832,-378.86192283759993
doggy,3350,Bernstein,1715,15,1714,256.21,257.303,Alice,010300,196.19866083633224,155.69007415436715,263.31328553099615,-107.623211376629
doggy,3350,Bernstein,1715,15,1714,286.456,288.612,Alice,010300,258.56849512954733,195.92215923093076,385.32088864834463,-189.39872941741388
doggy,3350,Bernstein,1715,15,1714,317.696,321.222,Alice,010300,254.47555335221816,117.35539330112857,355.08764786482453,-237.73225456369596
doggy,3350,Bernstein,1715,15,1714,321.222,322.517,Alice,010300,219.22741907260382,110.43605897374303,271.4936818689228,-161.05762289517978
doggy,3351,Bernstein,1715,17,1714,357.043,359.598,Alice,010500,267.50549959396864,114.94456206427033,438.3548459956708,-323.4102839314005
doggy,3351,Bernstein,1715,17,1714,386.528,390.426,Alice,010500,199.39627071964438,114.07426988933693,322.4245940220584,-208.35032413272145
doggy,3351,Bernstein,1715,17,1714,390.426,391.332,Alice,010500,253.78978951129378,112.91013899724409,427.15112589848917,-314.2409869012451
doggy,3350,Bernstein,1715,15,1714,397.909,409.73,Alice,010300,187.15545312870145,79.1723225593349,455.37960018322406,-376.2072776238891
doggy,3350,Bernstein,1715,15,1714,761.876,766.079,Alice,010300,213.33208996345127,98.75925913038662,433.41344609592323,-334.6541869655366
doggy,3350,Bernstein,1715,15,1714,766.079,768.019,Alice,010300,182.57519317941998,76.30906015643464,235.7520514178706,-159.44299126143596
doggy,3350,Bernstein,1715,15,1714,768.019,770.334,Alice,010300,181.60465518923027,89.28113365858907,239.64471995572148,-150.36358629713243
doggy,3356,Bernstein,1722,20,1719,332.485,335.828,Anne,010800,194.74603895887384,98.42823022478969,499.38176762891493,-400.95353740412526
doggy,3362,Bernstein,1727,19,1724,24.206,26.156,Dale,010700,295.90209802584474,213.91877538688595,405.2454031462384,-191.32662775935245
doggy,3362,Bernstein,1727,19,1724,222.017,226.336,Dale,010700,320.24449494841167,195.49246616333252,464.3661331983108,-268.8736670349783
doggy,3362,Bernstein,1727,19,1724,247.304,248.396,Dale,010700,306.9561478308773,189.43994332648126,388.383410890784,-198.94346756430272
doggy,3362,Bernstein,1727,19,1724,253.551,256.662,Dale,010700,319.40147317248733,98.42860872621225,507.120618593777,-408.69200986756476
doggy,3362,Bernstein,1727,19,1724,256.661,260.771,Dale,010700,242.58601131066186,123.99943430972975,426.3576717166486,-302.3582374069189
doggy,3362,Bernstein,1727,19,1724,272.405,273.31,Dale,010700,278.35556820942287,246.39758409663062,324.51937208566665,-78.12178798903602
doggy,3362,Bernstein,1727,19,1724,276.073,280.717,Dale,010700,265.27951013744405,186.23980261275474,333.2829282386407,-147.04312562588595
doggy,3362,Bernstein,1727,19,1724,290.678,295.484,Dale,010700,216.56099294236924,111.64507487415717,288.33252310251896,-176.6874482283618
doggy,3362,Bernstein,1727,19,1724,329.927,331.577,Dale,010700,236.13572131914398,188.39712865218857,310.62614297672417,-122.2290143245356
doggy,3362,Bernstein,1727,19,1724,332.636,334.471,Dale,010700,222.26088049998776,85.39313325169508,383.26203144792765,-297.8688981962326
doggy,3362,Bernstein,1727,19,1724,405.847,421.729,Dale,010700,196.21622261410616,83.6409790033456,472.0538606077356,-388.41288160439
doggy,3359,Bernstein,1725,22,1723,644.146,646.886,Cindy,011000,203.09573793038885,88.74756356114807,356.1247287162726,-267.37716515512454
doggy,3359,Bernstein,1725,22,1723,653.828,655.453,Cindy,011000,249.04330368206664,188.03781855600525,363.98681339407517,-175.94899483806992
doggy,3359,Bernstein,1725,22,1723,655.523,658.054,Cindy,011000,243.90420822911682,198.64609034160523,348.0691523376241,-149.42306199601884
doggy,3362,Bernstein,1727,19,1724,684.32,690.845,Dale,010700,224.36763084417075,92.70160135423805,342.8524337276587,-250.15083237342066
doggy,3362,Bernstein,1727,19,1724,830.369,835.524,Dale,010700,288.08243384376453,92.42518415657555,457.5270259375115,-365.10184178093596
doggy,3359,Bernstein,1725,22,1723,824.305,827.393,Cindy,011000,220.8643441919801,162.22064240993976,463.6242260826236,-301.4035836726838
doggy,3362,Bernstein,1727,19,1724,1070.551,1071.387,Dale,010700,206.94110586086512,189.72825618514733,234.60467698337524,-44.87642079822791
doggy,3363,Bernstein,1727,21,1724,34.503,36.106,Dale,010900,313.33304767335665,209.6301271555913,450.6179987748381,-240.9878716192468
doggy,3363,Bernstein,1727,21,1724,38.125,41.585,Dale,010900,350.38654882169527,245.41890898668024,444.55701678223915,-199.1381077955589
doggy,3363,Bernstein,1727,21,1724,49.921,52.359,Dale,010900,272.8148108918878,119.34902191440388,494.72315430078464,-375.3741323863808
doggy,3362,Bernstein,1727,19,1724,1271.285,1272.956,Dale,010700,327.0766230312671,259.6141878406452,441.85700464721765,-182.24281680657248
doggy,3363,Bernstein,1727,21,1724,62.715,64.225,Dale,010900,247.32458979485347,78.51751496358439,445.1531321757911,-366.6356172122067
doggy,3363,Bernstein,1727,21,1724,65.154,66.059,Dale,010900,217.9436038695136,88.13619573458999,378.26541756615154,-290.12922183156155
doggy,3363,Bernstein,1727,21,1724,78.017,84.286,Dale,010900,218.32638948400498,89.89888648770946,497.74867470744726,-407.8497882197378
doggy,3360,Bernstein,1725,24,1723,1017.125,1021.816,Cindy,020000,246.85519080993825,89.97238426072218,485.9532213332744,-395.9808370725523
doggy,3359,Bernstein,1725,22,1723,1133.838,1136.81,Cindy,011000,254.01460625031729,109.45902144670852,513.6537261524454,-404.1947047057369
doggy,3363,Bernstein,1727,21,1724,476.423,482.275,Dale,010900,255.8267563503499,98.36933132917966,414.63623381792576,-316.2669024887461
doggy,3363,Bernstein,1727,21,1724,772.314,774.032,Dale,010900,324.33716149840245,264.94613386578914,497.9926720372448,-233.04653817145567
doggy,3363,Bernstein,1727,21,1724,982.288,988.186,Dale,010900,285.5978229838942,181.80374044351854,455.96990197112837,-274.1661615276098
doggy,3363,Bernstein,1727,21,1724,990.09,996.429,Dale,010900,330.20718532573335,289.06087723210527,385.7187262041214,-96.65784897201615
doggy,3365,Bernstein,1730,23,1729,157.245,158.29,Gail,011100,267.23639268841623,76.52087124957642,444.99405980268625,-368.4731885531098
doggy,3365,Bernstein,1730,23,1729,158.29,159.311,Gail,011100,252.90192603489442,174.30624246799565,482.8519243477427,-308.545681879747
doggy,3364,Bernstein,1730,21,1729,287.114,290.411,Gail,010900,293.3813923584054,117.98804299511646,491.06441998075934,-373.07637698564287
doggy,3363,Bernstein,1727,21,1724,1200.706,1203.632,Dale,010900,218.7107445178115,75.25897445180765,396.32203916219123,-321.06306471038357
doggy,3363,Bernstein,1727,21,1724,1505.926,1507.389,Dale,010900,262.8733257558557,116.50743415906022,395.46682482799577,-278.95939066893555
doggy,3363,Bernstein,1727,21,1724,1520.949,1524.362,Dale,010900,260.34245177911225,129.6313580295383,423.7524557136035,-294.12109768406526
doggy,3364,Bernstein,1730,21,1729,1219.925,1221.063,Gail,010900,337.28945242206305,273.380124422764,393.4304427553834,-120.05031833261938
doggy,3364,Bernstein,1730,21,1729,1253.64,1255.312,Gail,010900,265.2666979924268,239.40042409264413,299.5504657825393,-60.15004168989515
doggy,3368,Bernstein,1721,16,1720,44.953,46.045,NA,010400,audio file missing,audio file missing,audio file missing,audio file missing
doggy,3364,Bernstein,1730,21,1729,1256.589,1258.145,Gail,010900,301.6279004320442,202.39651795076514,507.806624920699,-305.41010696993385
doggy,3368,Bernstein,1721,16,1720,46.045,51.826,NA,010400,audio file missing,audio file missing,audio file missing,audio file missing
doggy,3364,Bernstein,1730,21,1729,1258.145,1261.094,Gail,010900,302.1592198726444,226.92764161232233,379.2055680735139,-152.27792646119158
doggy,3364,Bernstein,1730,21,1729,1277.975,1279.531,Gail,010900,272.1345693832209,186.31117365618962,436.26480676205557,-249.95363310586595
